ΗΜΕΡΟΜΗΝΙΑ ΥΠΟΒΟΛΗΣ ΑΙΤΗΣΗΣ,AΡΙΘΜΟΣ ΜΗΤΡΩΟΥ ΑΔΕΙΩΝ,ΗΜΕΡΟΜΗΝΙΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΗΜΕΡΟΜΗΝΙΑ ΛΗΞΗΣ ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΠΕΡΙΦΕΡΕΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,ΔΗΜΟΣ,ΜΕΓΙΣΤΗ ΙΣΧΥΣ (MW),ΤΕΧΝΟΛΟΓΙΑ,ΜΗΝΑΣ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΕΒΔΟΜΑΔΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΕΒΔΟΜΑΔΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΕΒΔΟΜΑΔΕΣ
2006-09-21 00:00:00,ΑΔ-01038,2007-05-10 00:00:00,2032-05-10 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,1.992,ΦΩΤΟΒΟΛΤΑΪΚΑ,2007-05,2007-19,7,33,300,1304
2006-06-21 00:00:00,ΑΔ-01040,2007-05-16 00:00:00,2032-05-16 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΤΡΙΠΟΛΗΣ,1.999,ΦΩΤΟΒΟΛΤΑΪΚΑ,2007-05,2007-20,10,47,300,1304
2006-12-22 00:00:00,ΑΔ-01044,2007-05-30 00:00:00,2032-05-30 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΜΑΓΝΗΣΙΑΣ,ΒΟΛΟΥ,1.947,ΦΩΤΟΒΟΛΤΑΪΚΑ,2007-05,2007-22,5,22,300,1304
2005-05-20 00:00:00,ΑΔ-01049,2007-06-07 00:00:00,2022-06-07 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,16.0,ΑΙΟΛΙΚΑ ,2007-06,2007-23,24,106,180,782
2005-09-16 00:00:00,ΑΔ-01051,2007-06-25 00:00:00,2022-06-25 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,16.1,ΑΙΟΛΙΚΑ ,2007-06,2007-26,21,92,180,782
2005-05-20 00:00:00,ΑΔ-01054,2007-06-25 00:00:00,2022-06-25 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,20.0,ΑΙΟΛΙΚΑ ,2007-06,2007-26,25,109,180,782
2006-06-13 00:00:00,ΑΔ-01056,2007-07-13 00:00:00,2032-07-13 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,1.05,ΦΩΤΟΒΟΛΤΑΪΚΑ,2007-07,2007-28,12,56,300,1304
2007-04-05 00:00:00,ΑΔ-01071,2007-10-30 00:00:00,2032-10-30 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΜΕΓΑΛΟΠΟΛΗΣ,39.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2007-10,2007-44,6,29,300,1304
2007-04-05 00:00:00,ΑΔ-01070,2007-11-06 00:00:00,2032-11-06 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΜΕΓΑΛΟΠΟΛΗΣ,11.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2007-11,2007-45,7,30,300,1304
2006-02-08 00:00:00,ΑΔ-01065,2007-11-12 00:00:00,2032-11-12 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,0.99,ΜΥΗΕ,2007-11,2007-46,21,91,300,1304
2006-12-20 00:00:00,ΑΔ-01067,2007-11-12 00:00:00,2032-11-12 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΚΙΛΚΙΣ,1.002,ΦΩΤΟΒΟΛΤΑΪΚΑ,2007-11,2007-46,10,46,300,1304
2007-01-29 00:00:00,ΑΔ-01074,2007-12-17 00:00:00,2032-12-17 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,1.25,ΦΩΤΟΒΟΛΤΑΪΚΑ,2007-12,2007-51,10,46,300,1304
2006-07-24 00:00:00,ΑΔ-01077,2008-01-15 00:00:00,2033-01-15 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΕΥΡΩΤΑ,6.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-01,2008-02,17,77,300,1304
2006-07-24 00:00:00,ΑΔ-04637,2008-01-15 00:00:00,2033-01-15 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΕΥΡΩΤΑ,10.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-01,2008-02,17,77,300,1304
2005-03-08 00:00:00,ΑΔ-01078,2008-01-16 00:00:00,2033-01-16 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΚΟΡΙΝΘΙΑΣ,ΛΟΥΤΡΑΚΙΟΥ-ΑΓ.ΘΕΟΔΩΡΩΝ,7.5,ΑΙΟΛΙΚΑ ,2008-01,2008-02,34,149,300,1304
2007-03-14 00:00:00,ΑΔ-01081,2008-02-29 00:00:00,2033-02-28 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΦΛΩΡΙΝΑΣ,ΦΛΩΡΙΝΑΣ,4.3164,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-02,2008-08,11,50,299,1304
2006-06-21 00:00:00,ΑΔ-01082,2008-03-14 00:00:00,2033-03-14 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,1.999,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-03,2008-10,20,90,299,1304
2007-01-16 00:00:00,ΑΔ-01083,2008-03-14 00:00:00,2033-03-14 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΓΟΡΤΥΝΙΑΣ,1.15,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-03,2008-10,13,60,299,1304
2007-03-29 00:00:00,ΑΔ-01084,2008-04-02 00:00:00,2033-04-02 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΗΜΑΘΙΑΣ,ΝΑΟΥΣΑΣ,0.575,ΜΥΗΕ,2008-04,2008-13,12,52,299,1304
2001-02-19 00:00:00,ΑΔ-01092,2008-05-08 00:00:00,2033-05-08 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΑΡΥΣΤΟΥ,18.0,ΑΙΟΛΙΚΑ ,2008-05,2008-18,86,376,299,1304
2006-05-11 00:00:00,ΑΔ-01093,2008-05-13 00:00:00,2033-05-13 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,0.53,ΜΥΗΕ,2008-05,2008-19,24,104,299,1304
2006-12-21 00:00:00,ΑΔ-01094,2008-05-13 00:00:00,2033-05-13 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΗΛΕΙΑΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,4.9,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-05,2008-19,16,72,299,1304
2005-09-16 00:00:00,ΑΔ-01097,2008-05-22 00:00:00,2033-05-22 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,31.8,ΑΙΟΛΙΚΑ ,2008-05,2008-20,32,139,299,1304
2005-03-29 00:00:00,ΑΔ-01098,2008-05-22 00:00:00,2033-05-22 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,29.9,ΑΙΟΛΙΚΑ ,2008-05,2008-20,37,164,299,1304
2006-01-31 00:00:00,ΑΔ-01099,2008-05-22 00:00:00,2033-05-22 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΧΑΙΑΣ,ΠΑΤΡΕΩΝ - ΕΡΥΜΑΝΘΟΥ,4.0,ΑΙΟΛΙΚΑ ,2008-05,2008-20,27,120,299,1304
2007-03-30 00:00:00,ΑΔ-01100,2008-06-11 00:00:00,2033-06-11 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΛΑΡΙΣΑΣ,ΦΑΡΣΑΛΩΝ,9.99,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-06,2008-23,14,62,299,1304
2005-12-15 00:00:00,ΑΔ-01105,2008-07-04 00:00:00,2033-07-04 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,1.32,ΜΥΗΕ,2008-07,2008-26,30,133,299,1304
2006-06-15 00:00:00,ΑΔ-01107,2008-07-14 00:00:00,2033-07-14 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΒΟΙΟΥ - ΚΟΖΑΝΗΣ,34.0,ΑΙΟΛΙΚΑ ,2008-07,2008-28,24,108,299,1304
2005-09-27 00:00:00,ΑΔ-01108,2008-07-14 00:00:00,2033-07-14 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΡΜΙΟΝΙΔΑΣ,1.91224,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-07,2008-28,33,145,299,1304
2006-06-13 00:00:00,ΑΔ-01110,2008-07-25 00:00:00,2033-07-25 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,4.25,ΑΙΟΛΙΚΑ ,2008-07,2008-29,25,110,299,1304
2006-02-10 00:00:00,ΑΔ-01111,2008-08-11 00:00:00,2033-08-11 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,20.0,ΑΙΟΛΙΚΑ ,2008-08,2008-32,29,130,299,1304
2006-03-21 00:00:00,ΑΔ-01118,2008-09-01 00:00:00,2033-09-01 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΩΚΙΔΑΣ,ΔΕΛΦΩΝ,2.702,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-09,2008-35,29,127,299,1304
2006-11-20 00:00:00,ΑΔ-01116,2008-09-01 00:00:00,2033-09-01 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΑΡΑΝΕΣΤΙΟΥ,1.185,ΜΥΗΕ,2008-09,2008-35,21,93,299,1304
2006-12-21 00:00:00,ΑΔ-01114,2008-09-01 00:00:00,2033-09-01 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,11.7,ΑΙΟΛΙΚΑ ,2008-09,2008-35,20,88,299,1304
2005-09-30 00:00:00,ΑΔ-01112,2008-09-01 00:00:00,2033-09-01 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΧΑΙΑΣ,ΑΙΓΙΑΛΕΙΑΣ,1.43,ΜΥΗΕ,2008-09,2008-35,35,152,299,1304
2007-04-10 00:00:00,ΑΔ-01120,2008-09-05 00:00:00,2033-09-05 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΔΙΤΣΑΣ,ΚΑΡΔΙΤΣΑΣ,2.3,ΜΥΗΕ,2008-09,2008-35,16,73,299,1304
2007-03-12 00:00:00,ΑΔ-01121,2008-09-16 00:00:00,2033-09-16 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,1.66,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-09,2008-37,18,79,299,1304
2008-03-05 00:00:00,ΑΔ-01133,2008-10-27 00:00:00,2036-01-27 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΣΑΜΟΥ,ΣΑΜΟΥ,1.8,ΑΙΟΛΙΚΑ,2008-10,2008-43,7,33,326,1421
2008-03-05 00:00:00,ΑΔ-01135,2008-10-27 00:00:00,2036-02-16 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΧΙΟΥ,ΧΙΟΥ,0.9,ΑΙΟΛΙΚΑ,2008-10,2008-43,7,33,327,1424
2007-02-20 00:00:00,ΑΔ-01126,2008-10-29 00:00:00,2033-10-29 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,2.1,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-10,2008-43,20,88,299,1304
2007-03-06 00:00:00,ΑΔ-01130,2008-10-29 00:00:00,2033-10-29 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,1.999,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-10,2008-43,19,86,299,1304
2006-12-19 00:00:00,ΑΔ-01127,2008-10-29 00:00:00,2033-10-29 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΑΓΡΙΝΙΟΥ,3.15,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-10,2008-43,22,97,299,1304
2007-02-20 00:00:00,ΑΔ-01151,2008-11-21 00:00:00,2033-11-21 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΗΛΕΙΑΣ,ΠΗΝΕΙΟΥ,1.98,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-11,2008-46,21,91,299,1304
2005-04-20 00:00:00,ΑΔ-01154,2008-11-26 00:00:00,2033-11-26 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,15.3,ΑΙΟΛΙΚΑ ,2008-11,2008-47,43,188,299,1304
2006-12-14 00:00:00,ΑΔ-01155,2008-11-26 00:00:00,2033-11-26 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΜΕΤΕΩΡΩΝ,3.596,ΜΥΗΕ,2008-11,2008-47,23,101,299,1304
2006-05-22 00:00:00,ΑΔ-01164,2008-12-05 00:00:00,2033-12-05 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,8.4,ΑΙΟΛΙΚΑ ,2008-12,2008-48,30,132,299,1304
2007-08-06 00:00:00,ΑΔ-01163,2008-12-08 00:00:00,2033-12-08 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΔΡΑΜΑΣ,1.0,ΜΥΗΕ,2008-12,2008-49,16,70,299,1304
2006-12-28 00:00:00,ΑΔ-01161,2008-12-08 00:00:00,2033-12-08 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΛΑΜΙΕΩΝ,0.83,ΜΥΗΕ,2008-12,2008-49,23,101,299,1304
2007-08-09 00:00:00,ΑΔ-01160,2008-12-08 00:00:00,2033-12-08 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΗΜΑΘΙΑΣ,ΒΕΡΟΙΑΣ,0.54,ΜΥΗΕ,2008-12,2008-49,16,69,299,1304
2006-01-10 00:00:00,ΑΔ-01159,2008-12-08 00:00:00,2033-12-08 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΗΛΕΙΑΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,2.0,ΜΥΗΕ,2008-12,2008-49,34,151,299,1304
2007-06-07 00:00:00,ΑΔ-01156,2008-12-08 00:00:00,2033-12-08 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΡΜΙΟΝΙΔΑΣ,2.55,ΑΙΟΛΙΚΑ ,2008-12,2008-49,18,78,299,1304
2007-04-10 00:00:00,ΑΔ-01157,2008-12-11 00:00:00,2033-12-11 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΣΚΥΔΡΑΣ,1.65,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-12,2008-49,20,87,299,1304
2007-01-30 00:00:00,ΑΔ-01175,2008-12-15 00:00:00,2033-12-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,1.9712,ΦΩΤΟΒΟΛΤΑΪΚΑ,2008-12,2008-50,22,97,299,1304
2006-03-17 00:00:00,ΑΔ-01189,2009-01-07 00:00:00,2034-01-07 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,9.4,ΜΥΗΕ,2009-01,2009-01,33,146,299,1304
2006-03-17 00:00:00,ΑΔ-01190,2009-01-07 00:00:00,2034-01-07 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,9.4,ΜΥΗΕ,2009-01,2009-01,33,146,299,1304
2007-03-08 00:00:00,ΑΔ-01196,2009-02-19 00:00:00,2034-02-19 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,5.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2009-02,2009-07,23,102,299,1304
2005-05-27 00:00:00,ΑΔ-01197,2009-02-25 00:00:00,2034-02-25 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΛΕΒΑΔΕΩΝ,26.4,ΑΙΟΛΙΚΑ ,2009-02,2009-08,45,195,299,1304
2007-03-19 00:00:00,ΑΔ-01204,2009-03-18 00:00:00,2034-03-18 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΡΥΤΑΝΙΑΣ,ΚΑΡΠΕΝΗΣΙΟΥ,0.561,ΜΥΗΕ,2009-03,2009-11,23,104,299,1304
2007-02-14 00:00:00,ΑΔ-01205,2009-04-02 00:00:00,2034-04-02 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΤΡΙΠΟΛΗΣ,1.98,ΦΩΤΟΒΟΛΤΑΪΚΑ,2009-04,2009-13,25,111,299,1304
2007-04-05 00:00:00,ΑΔ-01206,2009-04-02 00:00:00,2034-04-02 00:00:00,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΜΑΝΔΡΑΣ - ΕΙΔΥΛΛΙΑΣ,5.987,ΦΩΤΟΒΟΛΤΑΪΚΑ,2009-04,2009-13,23,104,299,1304
2006-09-07 00:00:00,ΑΔ-01207,2009-04-02 00:00:00,2034-04-02 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΙΝΤΙΚΗΣ,2.454,ΜΥΗΕ,2009-04,2009-13,30,134,299,1304
2002-04-22 00:00:00,ΑΔ-01210,2009-04-03 00:00:00,2034-04-03 00:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΑΣ,2.39,ΜΥΗΕ,2009-04,2009-13,83,362,299,1304
2007-03-12 00:00:00,ΑΔ-01211,2009-04-03 00:00:00,2034-04-03 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΕΥΡΩΤΑ,1.999,ΦΩΤΟΒΟΛΤΑΪΚΑ,2009-04,2009-13,24,107,299,1304
2006-06-09 00:00:00,ΑΔ-01214,2009-04-14 00:00:00,2034-04-14 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,10.245,ΜΥΗΕ,2009-04,2009-15,34,148,299,1304
2004-12-06 00:00:00,ΑΔ-01215,2009-04-24 00:00:00,2034-04-24 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,13.2,ΑΙΟΛΙΚΑ ,2009-04,2009-16,52,228,299,1304
2006-03-30 00:00:00,ΑΔ-01221,2009-05-14 00:00:00,2034-05-14 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,33.0,ΑΙΟΛΙΚΑ ,2009-05,2009-19,37,163,299,1304
2006-09-11 00:00:00,ΑΔ-01220,2009-05-14 00:00:00,2034-05-14 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΔΙΤΣΑΣ,ΜΟΥΖΑΚΙΟΥ,2.45,ΜΥΗΕ,2009-05,2009-19,32,139,299,1304
2006-11-07 00:00:00,ΑΔ-01222,2009-05-18 00:00:00,2034-05-18 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΙΝΤΙΚΗΣ,0.756,ΜΥΗΕ,2009-05,2009-20,30,131,299,1304
2006-12-13 00:00:00,ΑΔ-01224,2009-05-19 00:00:00,2034-05-19 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΕΥΡΩΤΑ,9.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2009-05,2009-20,29,126,299,1304
2007-04-10 00:00:00,ΑΔ-01255,2009-05-29 00:00:00,2034-05-29 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,4.995,ΦΩΤΟΒΟΛΤΑΪΚΑ,2009-05,2009-21,25,111,299,1304
2007-04-03 00:00:00,ΑΔ-01253,2009-06-02 00:00:00,2034-06-02 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,2.1682,ΦΩΤΟΒΟΛΤΑΪΚΑ,2009-06,2009-22,25,113,299,1304
2006-12-21 00:00:00,ΑΔ-01270,2009-06-10 00:00:00,2034-06-10 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΣΠΑΡΤΗΣ,1.98,ΦΩΤΟΒΟΛΤΑΪΚΑ,2009-06,2009-23,29,128,299,1304
2008-03-05 00:00:00,ΑΔ-01273,2009-06-11 00:00:00,2034-06-11 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΔΙΤΣΑΣ,ΣΟΦΑΔΩΝ,10.0,ΜΥΗΕ,2009-06,2009-23,15,66,299,1304
2006-10-20 00:00:00,ΑΔ-01276,2009-07-06 00:00:00,2034-07-06 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΛΑΡΙΣΑΣ,ΤΥΡΝΑΒΟΥ,6.3,ΜΥΗΕ,2009-07,2009-27,32,141,299,1304
2006-01-17 00:00:00,ΑΔ-01279,2009-07-06 00:00:00,2034-07-06 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΔΙΤΣΑΣ,ΣΟΦΑΔΩΝ,3.2,ΜΥΗΕ,2009-07,2009-27,41,180,299,1304
2008-02-04 00:00:00,ΑΔ-01274,2009-07-07 00:00:00,2034-07-07 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΦΛΩΡΙΝΑΣ,ΑΜΥΝΤΑΙΟΥ,36.0,ΑΙΟΛΙΚΑ ,2009-07,2009-27,17,74,299,1304
2007-04-10 00:00:00,ΑΔ-01275,2009-07-07 00:00:00,2034-07-07 00:00:00,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΤΡΟΙΖΗΝΙΑΣ,1.473,ΦΩΤΟΒΟΛΤΑΪΚΑ,2009-07,2009-27,26,117,299,1304
2005-10-21 00:00:00,ΑΔ-01277,2009-07-07 00:00:00,2034-07-07 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΑΡΑΝΕΣΤΙΟΥ,1.963,ΜΥΗΕ,2009-07,2009-27,44,193,299,1304
2006-12-22 00:00:00,ΑΔ-01282,2009-08-11 00:00:00,2034-08-11 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΡΜΟΝΙΙΔΑΣ,1.971,ΦΩΤΟΒΟΛΤΑΪΚΑ,2009-08,2009-32,31,137,299,1304
2007-04-10 00:00:00,ΑΔ-01281,2009-08-25 00:00:00,2034-08-25 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,1.9756,ΦΩΤΟΒΟΛΤΑΪΚΑ,2009-08,2009-34,28,124,299,1304
